"token", rating
"supposedly", 2.01401963156
"awful", 2.02155452218
"skip", 2.02162420827
"pretentious", 2.02677949789
"angry", 2.04159000228
"wondering", 2.04634184925
"mouth", 2.09385892918
"joke", 2.15148351483
"lame", 2.19578844558
"honestly", 2.2199288903
"walk", 2.22688242351
"total", 2.23042174552
"wasted", 2.23856033304
"pointless", 2.23864130092
"drive", 2.26175284867
"laughable", 2.26682109759
"cover", 2.27071067506
"fake", 2.27471247134
"worst", 2.28428254635
"poorly", 2.28585456159
"unbelievable", 2.28887375797
"badly", 2.28903501139
"bother", 2.29368302801
"producers", 2.31973659789
"yeah", 2.32504965733
"failed", 2.33090566837
"plain", 2.33131086156
"zombie", 2.34206870561
"unless", 2.34731491207
"mess", 2.34851325825
"makers", 2.35499707001
"value", 2.36479207183
"weren't", 2.36876523682
"acts", 2.37374229764
"dumb", 2.37772184118
"door", 2.37847089188
"purpose", 2.38127647171
"plan", 2.39768134545
"project", 2.39948388614
"wooden", 2.4084189731
"hey", 2.41337645949
"grade", 2.4184358629
"offer", 2.41876718547
"lousy", 2.46255554696
"cop", 2.46372113728
"stick", 2.46691587557
"kills", 2.47294837018
"thrown", 2.47505548127
"barely", 2.47550120746
"shoot", 2.48530514607
"hoping", 2.49209271721
"bed", 2.49721418911
"chase", 2.49826052788
"shock", 2.49913617936
"speaking", 2.50019103238
"bored", 2.50715589559
"loud", 2.50805112227
"camp", 2.5102476839
"worse", 2.51614602826
"flicks", 2.51920501455
"suppose", 2.52146754809
"island", 2.52664002041
"monster", 2.5387949074
"wearing", 2.54623660319
"fails", 2.55993892929
"pass", 2.57616820312
"unnecessary", 2.59007916143
"surely", 2.59726624874
"ridiculous", 2.59796845683
"nudity", 2.62003757936
"disappointment", 2.62018091154
"blame", 2.64819942424
"dull", 2.65101131546
"happening", 2.6765799487
"disappointing", 2.70576326926
"exception", 2.78264662841
"cheap", 2.82352476237
"terrible", 2.89676287473
"filmmakers", 2.89866704897
"tired", 2.90854432268
"slasher", 2.9388923029
"confusing", 2.94667903817
"seemingly", 2.9716934954
"attack", 2.97925911983
"spent", 2.99274878318
"desperate", 3.0
"creature", 3.0
"difference", 3.0
"extreme", 3.0
"giant", 3.0
"government", 3.0
"hidden", 3.0
"irritating", 3.0
"par", 3.0
"substance", 3.0
"terribly", 3.0
"woods", 3.0
"accident", 3.0
"bits", 3.0
"character's", 3.0
"deliver", 3.0
"essentially", 3.0
"explained", 3.0
"hospital", 3.0
"ii", 3.0
"opera", 3.0
"tedious", 3.0
"turning", 3.0
"army", 3.00810897414
"sub", 3.01456626026
"military", 3.0180085184
"attractive", 3.02026503094
"followed", 3.02180518212
"confused", 3.02849794934
"bland", 3.04221569123
"impression", 3.05444986132
"stupid", 3.09549685517
"bunch", 3.10287249767
"flat", 3.11492434079
"mediocre", 3.11880450393
"lacks", 3.1555344872
"cheesy", 3.16611283275
"spend", 3.17036555877
"sorry", 3.17515551762
"gun", 3.1811532222
"okay", 3.18622753926
"sadly", 3.19294764795
"annoying", 3.22825122529
"positive", 3.30874211692
"accent", 3.39234077582
"clich", 3.39390068532
"we're", 3.40315933203
"thinks", 3.40789934575
"motion", 3.44455496774
"double", 3.46634396232
"biggest", 3.4671190963
"forgettable", 3.48032552316
"explanation", 3.4863070944
"predictable", 3.49628226695
"watchable", 3.49786643708
"gore", 3.50442124838
"remake", 3.51471232162
"boring", 3.51782657378
"location", 3.5185574142
"shooting", 3.57044312384
"store", 3.57231933554
"let's", 3.58308025732
"movie's", 3.64878278202
"supposed", 3.6786119224
"cause", 3.67893915036
"weak", 3.70581528784
"decent", 3.7319580463
"silly", 3.73490726537
"poor", 3.78226912297
"bad", 3.82784591242
"science", 3.83185116679
"write", 3.8570095863
"hair", 3.89661782369
"oh", 3.90306659396
"potential", 3.9125210856
"intended", 3.97655513764
"suddenly", 3.97934868804
"decide", 3.98079434733
"hardly", 3.99074373505
"save", 3.99207202832
"drug", 4.0
"gang", 4.0
"ghost", 4.0
"lacking", 4.0
"led", 4.0
"m", 4.0
"martin", 4.0
"merely", 4.0
"quick", 4.0
"victims", 4.0
"rent", 4.0059551376
"concept", 4.02325003849
"cult", 4.02688612842
"effort", 4.02709810116
"track", 4.03364376037
"lighting", 4.06098161229
"explain", 4.0706423461
"laughing", 4.08861161444
"dialog", 4.09488851749
"money", 4.09488894825
"tried", 4.09848354237
"minutes", 4.11017065966
"premise", 4.11417747864
"producer", 4.16488097336
"pick", 4.18713797948
"attempt", 4.19541007303
"fair", 4.19556063773
"anti", 4.20502905595
"writers", 4.2206196883
"couldn't", 4.24836846453
"d", 4.26537286623
"apparently", 4.28276979575
"ok", 4.2980850566
"literally", 4.30839692082
"aside", 4.31052020453
"guess", 4.31144944702
"killing", 4.31879162998
"appeal", 4.33656689119
"ideas", 4.34213011871
"t", 4.35386132738
"script", 4.36444118878
"seriously", 4.36835967614
"speak", 4.37407004813
"unfortunately", 4.38337766281
"instead", 4.38362464674
"hour", 4.38823032413
"attempts", 4.3952505324
"low", 4.40119592251
"possibly", 4.40259726601
"falling", 4.41053389847
"mean", 4.41908391353
"looked", 4.42439820337
"mad", 4.44386798924
"budget", 4.44489337096
"decided", 4.45713317033
"sequel", 4.45929920439
"reason", 4.46244478567
"hell", 4.49392508477
"saying", 4.49447128586
"taste", 4.49507531394
"god", 4.50144284729
"lack", 4.51166600061
"review", 4.51737065615
"managed", 4.52174458564
"spoilers", 4.53541944814
"revenge", 4.53625161477
"forced", 4.54118881216
"wouldn't", 4.5424267263
"half", 4.55085024779
"footage", 4.55716511897
"imdb", 4.56181012939
"likely", 4.57176700768
"flick", 4.57997621443
"sit", 4.58114124505
"bizarre", 4.59396030756
"plot", 4.60865927812
"nasty", 4.6209910732
"horror", 4.63132116345
"result", 4.63497416154
"looks", 4.63988178259
"obvious", 4.64196777961
"cut", 4.64399354679
"idea", 4.64558730558
"wasn't", 4.64653344904
"wrote", 4.64664278554
"c", 4.64784497576
"problem", 4.65493319683
"considering", 4.6561963468
"guy", 4.66466836755
"thing", 4.66639471131
"wonder", 4.67121970803
"editing", 4.67360003712
"obviously", 4.68226930024
"meant", 4.68829317824
"jokes", 4.68890820144
"generally", 4.69126492104
"wrong", 4.69622720683
"what's", 4.6964477234
"villain", 4.69647958134
"pay", 4.6989448293
"acting", 4.70463242888
"basically", 4.70926095891
"list", 4.72056390722
"dialogue", 4.7221938114
"completely", 4.72360488139
"complete", 4.72495166509
"doctor", 4.73599454323
"minute", 4.73917394795
"sex", 4.74182695847
"aren't", 4.74492011991
"dog", 4.74703083766
"ask", 4.7492097685
"tries", 4.75631566174
"thinking", 4.76464929738
"disappointed", 4.76475095606
"victim", 4.76559990026
"fell", 4.77207812854
"they're", 4.78007707771
"basic", 4.78346435367
"scary", 4.78451737742
"impossible", 4.7858922043
"development", 4.78635667561
"shame", 4.78776811925
"average", 4.79054112035
"standard", 4.79069684074
"stay", 4.79250662713
"care", 4.79591964016
"effects", 4.79621356498
"trouble", 4.79637896335
"numbers", 4.8020737155
"didn't", 4.80705405288
"girlfriend", 4.80924416854
"space", 4.80986526253
"blood", 4.81466375345
"kill", 4.81948555354
"don't", 4.82052399103
"incredibly", 4.82317835185
"b", 4.83116584231
"killer", 4.8421524049
"wanted", 4.84532315295
"camera", 4.84653354284
"entire", 4.84702902803
"trying", 4.85303826552
"maybe", 4.85478735178
"i'm", 4.8569768482
"theater", 4.86047035327
"there's", 4.86325935826
"rating", 4.86559028422
"act", 4.86851000837
"i'll", 4.86984001088
"writing", 4.87152556035
"shots", 4.87314708413
"single", 4.87388939718
"video", 4.87450388271
"running", 4.8748698621
"forward", 4.87605952152
"that's", 4.87775645196
"twice", 4.88044094927
"credits", 4.88121467153
"die", 4.90003836343
"happens", 4.90016324911
"lines", 4.90774372929
"totally", 4.90783554152
"sounds", 4.91455006424
"mention", 4.91536942015
"word", 4.91657255098
"better", 4.91833687515
"killed", 4.91966887147
"guys", 4.92540765999
"hours", 4.92544646533
"straight", 4.92741598106
"actually", 4.93738270675
"can't", 4.94405544569
"common", 4.94636595487
"directing", 4.95215388452
"want", 4.95253674433
"make", 4.9544916512
"pretty", 4.95615993311
"yourself", 4.95715815157
"rated", 4.95861933614
"amusing", 4.96380717256
"watching", 4.96424930245
"ended", 4.96608786898
"creepy", 4.96961367531
"believe", 4.97081020731
"let", 4.98044101308
"non", 4.98056363441
"doing", 4.98400502941
"piece", 4.98463173491
"storyline", 4.98894504046
"turned", 4.99189176198
"band", 4.99377478994
"talking", 4.99591395536
"making", 4.99611482887
"fairly", 4.99674260325
"expected", 5.00063065113
"you're", 5.00186604569
"female", 5.00226490586
"dead", 5.00293894165
"material", 5.0074606352
"sort", 5.00941227968
"expectations", 5.01293372815
"looking", 5.01328772228
"rest", 5.01407996464
"ability", 5.01412412159
"try", 5.01788695901
"isn't", 5.01837284972
"absolutely", 5.01931756137
"point", 5.02360254504
"box", 5.0248109313
"hate", 5.02752758175
"heavy", 5.02905782701
"kept", 5.03331165885
"started", 5.03489383197
"reviews", 5.0351770368
"laugh", 5.03554999936
"needed", 5.0365530825
"school", 5.03985522625
"slow", 5.04052021407
"cat", 5.04100759526
"going", 5.04251104987
"free", 5.04352709439
"changes", 5.0482201969
"starts", 5.05132718658
"actual", 5.05663521764
"car", 5.05783800906
"talk", 5.05916393923
"production", 5.05959100682
"comment", 5.05992736507
"falls", 5.06049694367
"head", 5.06223753605
"just", 5.06440420945
"possible", 5.06506648937
"i'd", 5.06823253112
"stuff", 5.06961533621
"stop", 5.07150243453
"simply", 5.07793991533
"start", 5.08068691377
"kid", 5.08192637485
"appears", 5.08558108716
"doesn't", 5.0862142441
"tell", 5.08653747943
"ben", 5.09141529139
"clearly", 5.09241161167
"body", 5.09447851814
"getting", 5.09504117439
"sense", 5.09611716772
"imagine", 5.09649239419
"agree", 5.10194526424
"begin", 5.11103204074
"called", 5.1110429257
"wait", 5.11153198887
"went", 5.11427177087
"say", 5.1144273158
"left", 5.11531775951
"laughs", 5.11628551384
"said", 5.11692948844
"appearance", 5.11937717248
"girls", 5.11975857078
"ahead", 5.12061943719
"did", 5.13225258759
"group", 5.13243564059
"fast", 5.13358764309
"twist", 5.14316919727
"points", 5.14414197984
"felt", 5.14876337507
"happened", 5.14947040744
"case", 5.14951853576
"sound", 5.15243115508
"read", 5.15395601935
"line", 5.15563622416
"likes", 5.15874893996
"kind", 5.1622287855
"bought", 5.16287826327
"talent", 5.16501051974
"suggest", 5.16587881378
"shot", 5.16748242213
"run", 5.1702489396
"add", 5.17197853208
"original", 5.17749489621
"using", 5.17912008667
"got", 5.17947083668
"happen", 5.18364326862
"title", 5.1869456222
"writer", 5.187115226
"movie", 5.1888648491
"appear", 5.18976105961
"ex", 5.1906666925
"like", 5.19708593221
"earth", 5.2034989415
"look", 5.205438674
"weird", 5.20740704671
"actors", 5.20900398758
"given", 5.2154805518
"example", 5.21706361059
"'the", 5.22157940426
"huge", 5.22382698315
"evil", 5.22544746834
"cinematic", 5.22936114797
"break", 5.23520175566
"plus", 5.23727634618
"extremely", 5.23755823092
"he's", 5.23771913887
"sure", 5.23903773962
"direction", 5.23934959326
"reading", 5.24101227687
"main", 5.24130423943
"hot", 5.24462634338
"gave", 5.24700944783
"far", 5.24792800181
"blue", 5.24832113892
"usually", 5.24999381857
"really", 5.2531183043
"know", 5.25449644986
"director", 5.25589665379
"thought", 5.25851996058
"turn", 5.26089431709
"person", 5.26479021636
"meaning", 5.26574047471
"waiting", 5.26610669813
"yes", 5.26665197486
"says", 5.26718476036
"scenes", 5.26760202898
"movies", 5.26836688875
"need", 5.26866691417
"involved", 5.26908408832
"women", 5.27249471815
"fact", 5.27624741155
"self", 5.27701711758
"worked", 5.27709571286
"level", 5.2777298752
"i've", 5.2817031828
"used", 5.28873225185
"away", 5.28968700054
"quality", 5.29184588979
"hand", 5.29187258904
"figure", 5.29195012566
"middle", 5.29351225679
"she's", 5.29460009633
"interesting", 5.29618423026
"audience", 5.29651031754
"missing", 5.29762779462
"admit", 5.30075021824
"couple", 5.30818718718
"question", 5.30993113271
"special", 5.30993830377
"crew", 5.31147425157
"hands", 5.31237900558
"male", 5.31271783302
"lead", 5.31280446641
"pain", 5.31972544809
"exactly", 5.32465286096
"use", 5.32670067596
"funny", 5.32717857927
"credit", 5.32755450176
"entirely", 5.32885640958
"i", 5.33351430313
"hard", 5.33464185784
"gets", 5.3350443987
"cool", 5.34013191636
"kids", 5.34406697151
"goes", 5.34421517466
"high", 5.34742462589
"ends", 5.34821399166
"tension", 5.34835735125
"major", 5.35113039923
"end", 5.35126793045
"house", 5.35765385091
"scene", 5.36020865257
"people", 5.36266472889
"crazy", 5.36329884931
"long", 5.36411868367
"probably", 5.36736084102
"watched", 5.36864760285
"written", 5.3721901551
"doubt", 5.37371371444
"understand", 5.37721185405
"copy", 5.37953322147
"girl", 5.38076552942
"giving", 5.38085123774
"apart", 5.38570752878
"think", 5.3871975459
"tv", 5.38751777307
"police", 5.39025525477
"watch", 5.39076050682
"comments", 5.39121954906
"near", 5.39285589379
"it's", 5.39716481249
"sequences", 5.40013257807
"good", 5.40224624965
"mind", 5.40543862197
"needs", 5.40624935381
"odd", 5.4087854927
"having", 5.40922435732
"talented", 5.40967415548
"room", 5.41242383102
"putting", 5.41375413472
"opening", 5.41438781451
"casting", 5.41595390415
"face", 5.41912838835
"expect", 5.4228308139
"clear", 5.42434788142
"feels", 5.4305395124
"mentioned", 5.4305493692
"leave", 5.43244994951
"come", 5.43264010352
"laughed", 5.43293012599
"sad", 5.43323752714
"realize", 5.43588257956
"decides", 5.43695471355
"fall", 5.43715614569
"words", 5.43877737388
"nearly", 5.43998920137
"lady", 5.44171537586
"characters", 5.44259276177
"won't", 5.44370508139
"actor", 5.4442351751
"fighting", 5.44591873077
"s", 5.44650828587
"lots", 5.45529131277
"time", 5.45775092619
"way", 5.4593881117
"german", 5.46105600957
"you'll", 5.46145493598
"public", 5.46164648151
"suspense", 5.46197319253
"quickly", 5.46461607596
"heard", 5.46563164152
"acted", 5.46801095609
"fight", 5.46967658106
"london", 5.4713831582
"ending", 5.47162978463
"leaving", 5.472451676
"mysterious", 5.47498266589
"death", 5.47499586207
"you've", 5.47793584291
"compared", 5.47842337742
"means", 5.47969205493
"sexual", 5.48227176265
"character", 5.48430957926
"violence", 5.48448024733
"taken", 5.48472166117
"big", 5.4899270273
"previous", 5.49211387419
"black", 5.49265642612
"climax", 5.4946832078
"hero", 5.4953176645
"directors", 5.49747475975
"gone", 5.50015471733
"general", 5.50194426127
"things", 5.50313640934
"actress", 5.50552088767
"film", 5.50739017054
"old", 5.50946348818
"filmed", 5.51026484521
"screenplay", 5.51256817299
"does", 5.51428410296
"red", 5.51565948487
"night", 5.51852911465
"type", 5.51947270268
"buy", 5.51968762337
"right", 5.52022160608
"'", 5.52529326799
"taking", 5.52534687027
"seen", 5.52673059678
"create", 5.52866281227
"daughter", 5.52934867274
"version", 5.53479879886
"local", 5.53594834503
"wants", 5.53609491967
"star", 5.53678590408
"produced", 5.53686991216
"little", 5.53806530662
"short", 5.54056408249
"woman", 5.54254758582
"longer", 5.54509570397
"second", 5.54552783207
"took", 5.54702120202
"scott", 5.54766169655
"screen", 5.54795490465
"values", 5.54979482674
"close", 5.54995595848
"reasons", 5.55032784756
"e", 5.5505347511
"forget", 5.55135061607
"anymore", 5.55272290404
"mystery", 5.55486706506
"problems", 5.55628036246
"check", 5.55643306258
"lot", 5.56057410824
"air", 5.56126222082
"company", 5.56240101736
"stars", 5.56260784788
"comes", 5.56701277937
"hear", 5.56798250342
"lost", 5.56935121142
"help", 5.57019849693
"strange", 5.57088311674
"place", 5.5715061488
"sequence", 5.57623875393
"knew", 5.58049775563
"book", 5.58265270523
"seeing", 5.58288597191
"baby", 5.58349052372
"entertainment", 5.58519612322
"action", 5.58519908813
"large", 5.58700427713
"order", 5.58889764657
"matter", 5.59053814566
"open", 5.59832277124
"work", 5.60097666645
"fan", 5.60437579566
"despite", 5.60587765804
"class", 5.60672847619
"set", 5.6077792661
"wish", 5.6089143676
"outside", 5.60976446859
"subject", 5.61167544088
"playing", 5.61192109492
"beginning", 5.61612614221
"added", 5.61785062916
"worth", 5.62086279319
"feature", 5.62324160087
"bring", 5.62406403041
"rate", 5.62899980667
"telling", 5.63066689823
"hold", 5.63277998359
"immediately", 5.63351096535
"named", 5.63465823227
"effect", 5.63588703255
"ones", 5.64451805147
"directed", 5.64518725016
"voice", 5.64828866444
"held", 5.64869487782
"feeling", 5.65045385403
"career", 5.65383152505
"state", 5.65868886005
"following", 5.66109368612
"parts", 5.66142688699
"came", 5.66439264079
"easily", 5.66545552536
"film's", 5.6655983271
"stand", 5.66577486382
"real", 5.67315591762
"coming", 5.67461062385
"nice", 5.67538877618
"particularly", 5.67624908756
"turns", 5.6774220663
"days", 5.6781970768
"missed", 5.67877447847
"expecting", 5.684260786
"comedy", 5.68724966364
"who's", 5.69188313548
"feel", 5.69721183876
"white", 5.69771833504
"game", 5.69773609348
"saw", 5.69826620861
"'s", 5.70244332331
"king", 5.70477407254
"hope", 5.70734246727
"finally", 5.7181424114
"showing", 5.7244041766
"water", 5.72951033679
"films", 5.7301150412
"elements", 5.73310971815
"moments", 5.73885011167
"typical", 5.74216013306
"home", 5.74261566813
"eventually", 5.7458937513
"note", 5.74739466787
"story", 5.75454518193
"number", 5.75462210245
"interested", 5.7566827873
"difficult", 5.75790018911
"ultimately", 5.75872870512
"based", 5.75890673386
"style", 5.76028178142
"year", 5.76226910889
"thriller", 5.76584187771
"friends", 5.76656921329
"tom", 5.76666338005
"street", 5.76698459973
"course", 5.7686321667
"quite", 5.76970663864
"pieces", 5.77226421234
"leaves", 5.77460265578
"fans", 5.77713605529
"conclusion", 5.77905510548
"certainly", 5.7814691646
"children", 5.7815025483
"knows", 5.78221014573
"boy", 5.7823853002
"presence", 5.7838260281
"picture", 5.78717173022
"english", 5.78825467637
"bit", 5.79024460729
"hit", 5.79266044189
"haven't", 5.79288028415
"eyes", 5.79446804778
"mark", 5.79571808171
"final", 5.79661528986
"rock", 5.79686779973
"sister", 5.80030813155
"music", 5.80710260738
"viewer", 5.80932252088
"brother", 5.81155439291
"cast", 5.81174423491
"makes", 5.8132051071
"sets", 5.81405323825
"play", 5.81514840667
"man", 5.82059657446
"hollywood", 5.82408845991
"eye", 5.82578995438
"viewers", 5.8266062414
"depth", 5.82675172142
"moment", 5.82791680821
"times", 5.82973041074
"usual", 5.83202826519
"michael", 5.83937638899
"leads", 5.8438108091
"town", 5.84444491902
"genre", 5.8455934215
"peter", 5.84619213575
"novel", 5.84852681806
"overall", 5.84970345429
"opinion", 5.85199067746
"american", 5.85740656917
"mr", 5.85826035539
"scenery", 5.86186242211
"told", 5.86292890258
"new", 5.86580017246
"known", 5.86608131874
"friend", 5.86742020567
"message", 5.86759959652
"child", 5.86837312499
"takes", 5.868999379
"humor", 5.87216451792
"shown", 5.87422215394
"force", 5.87664625864
"consider", 5.87905009223
"entertaining", 5.87925974835
"working", 5.88438823255
"somewhat", 5.88475988263
"team", 5.88588404311
"wife", 5.88622195748
"follow", 5.88696385963
"attention", 5.88756886779
"mother", 5.88820648327
"able", 5.88903525694
"dramatic", 5.89085641931
"son", 5.89215556516
"husband", 5.89225311252
"episode", 5.89471653678
"dvd", 5.89770785141
"soon", 5.90156999889
"early", 5.9049393426
"dr", 5.90508633531
"deal", 5.90704698759
"past", 5.90909195264
"day", 5.91372628797
"comic", 5.91462432701
"certain", 5.91830166474
"meet", 5.92052830504
"aspects", 5.92105018973
"th", 5.9219606714
"similar", 5.92340513562
"truth", 5.93709445177
"violent", 5.94058090073
"art", 5.94460013369
"chance", 5.94645236818
"surprise", 5.95011522942
"form", 5.95158404119
"control", 5.95357832958
"lee", 5.95826756066
"songs", 5.9641612909
"learn", 5.96581742061
"theme", 5.96606864276
"later", 5.97012752823
"remember", 5.97238855953
"liked", 5.97470885192
"period", 5.97635489241
"british", 5.97786426931
"change", 5.97880271483
"fi", 5.97943679279
"considered", 5.97952408798
"living", 5.97977199974
"sci", 5.981165244
"song", 5.98257404145
"murder", 5.98544372036
"portrayed", 5.98879392842
"series", 5.99026186256
"truly", 5.99227406224
"power", 5.99739639723
"plenty", 5.99763608456
"cinema", 6.00031929308
"cinematography", 6.00879526813
"men", 6.00883335701
"television", 6.01032380811
"country", 6.01270833555
"opportunity", 6.01651463523
"ways", 6.01672657037
"released", 6.01952286305
"deserves", 6.02208266449
"parents", 6.02577504125
"played", 6.02735462472
"ago", 6.02972772481
"including", 6.03135319539
"runs", 6.03283297034
"soundtrack", 6.04267335877
"miss", 6.0432789195
"involving", 6.04778923617
"score", 6.04812059763
"cute", 6.05618617675
"light", 6.05815424046
"life", 6.06169117296
"small", 6.06748357652
"release", 6.06816296782
"dark", 6.06968626543
"particular", 6.07071616901
"plays", 6.0738993974
"choice", 6.07576176996
"surprised", 6.07996336694
"events", 6.0822606781
"role", 6.08298794615
"finds", 6.08401099089
"late", 6.08557184166
"fun", 6.08639970873
"constantly", 6.09264126074
"crime", 6.09523210393
"background", 6.09611849651
"experience", 6.1006116408
"live", 6.10293959743
"david", 6.10558406675
"years", 6.10822738074
"view", 6.11569895269
"stories", 6.1231654102
"john", 6.13295568228
"features", 6.14789332519
"secret", 6.14813597543
"created", 6.15635681066
"war", 6.16439445953
"famous", 6.16755417251
"age", 6.16906001393
"important", 6.17448982806
"history", 6.17545947854
"reality", 6.17815770744
"tells", 6.17932593116
"setting", 6.18915188159
"drama", 6.18976977925
"recommend", 6.19432188431
"especially", 6.19472800077
"respect", 6.19699222539
"human", 6.20144138531
"young", 6.20225174699
"inside", 6.20451449403
"enjoy", 6.20496106683
"father", 6.21004300728
"convincing", 6.21267490893
"viewing", 6.22320943081
"happy", 6.22955729105
"alive", 6.23054462555
"rich", 6.23202166518
"job", 6.238719656
"shows", 6.24022580332
"world", 6.24108792859
"slightly", 6.24584949622
"office", 6.2581825051
"city", 6.26773727401
"fine", 6.26809641348
"hilarious", 6.26817751096
"brought", 6.27176733872
"various", 6.27193834003
"roles", 6.27221457765
"modern", 6.27867277535
"mix", 6.27958203069
"earlier", 6.28086970052
"different", 6.28401233439
"works", 6.29211602247
"documentary", 6.29733606979
"george", 6.30428671395
"true", 6.31322185278
"family", 6.3179933492
"members", 6.31914318587
"brief", 6.32173094992
"definitely", 6.32814627349
"battle", 6.33562114249
"manages", 6.33941375877
"thank", 6.34078989538
"j", 6.34444163564
"prison", 6.34765116828
"believable", 6.3524715444
"aspect", 6.36074444088
"western", 6.36154570874
"leading", 6.36224094818
"richard", 6.36422286553
"gives", 6.37713386763
"love", 6.3820966918
"enjoyable", 6.38786606589
"stage", 6.39178502905
"classic", 6.4060603561
"future", 6.40821085521
"filled", 6.40956250488
"disturbing", 6.41090067025
"best", 6.42210894151
"older", 6.42280327006
"boys", 6.42536775804
"situation", 6.42625823339
"easy", 6.43229942051
"return", 6.43427192417
"details", 6.43626962093
"studio", 6.43671266149
"lives", 6.43870319387
"pace", 6.44184975717
"business", 6.4432978648
"performance", 6.44411441984
"successful", 6.45470143557
"showed", 6.45565567985
"presented", 6.46262296734
"musical", 6.46779104071
"begins", 6.4688437387
"robert", 6.4805479682
"keeps", 6.48674347421
"simple", 6.4881643848
"road", 6.49201377263
"changed", 6.51326417392
"performances", 6.53276180237
"adaptation", 6.53820275972
"honest", 6.55640776764
"america", 6.57024420206
"success", 6.57212471836
"great", 6.57300374852
"g", 6.59987489336
"post", 6.61426523184
"james", 6.62299198443
"japanese", 6.62443556318
"pure", 6.62912521555
"romance", 6.64170058603
"animation", 6.65067476418
"strong", 6.65225854449
"tough", 6.65275582508
"effective", 6.66345557306
"york", 6.67874359615
"deep", 6.68102396805
"supporting", 6.68156362753
"enjoyed", 6.68377576224
"charles", 6.69150057657
"developed", 6.69289422424
"fit", 6.69510333646
"dream", 6.69693763056
"party", 6.70285251596
"paul", 6.7148345458
"relationship", 6.72336339606
"mainly", 6.72386635047
"atmosphere", 6.7240023355
"manner", 6.73854695581
"situations", 6.76239463826
"uses", 6.77026852216
"romantic", 6.78255578689
"tone", 6.78408243185
"caught", 6.78857925425
"dance", 6.78930072202
"west", 6.78930294596
"starring", 6.80633588569
"clever", 6.81197359643
"heart", 6.84634960491
"mood", 6.84986016209
"beautiful", 6.85253729318
"tale", 6.87541175354
"fear", 6.87587370019
"personal", 6.87880519123
"focus", 6.9219022084
"sexy", 6.926405663
"episodes", 6.93400338844
"narrative", 6.93825487648
"moves", 6.95671618471
"follows", 6.95686142852
"exciting", 6.98930341893
"married", 6.99225592198
"affair", 7.0
"animals", 7.0
"arthur", 7.0
"asks", 7.0
"boss", 7.0
"building", 7.0
"discovers", 7.0
"douglas", 7.0
"higher", 7.0
"jean", 7.0
"murders", 7.0
"necessary", 7.0
"physical", 7.0
"results", 7.0
"returns", 7.0
"states", 7.0
"wise", 7.0
"christopher", 7.0
"mixed", 7.0
