"_raw",host,index,source,sourcetype
"{""timestamp"": ""2016-09-20 20:49:23"", ""namespace"": ""auth"", ""objects"": {""id"": {""id"": ""SID:S-1-5-21-3523807955-3743164635-854022689-5374"", ""name"": ""ASC\\wiggij1"", ""type"": ""user""}, ""display_name"": ""Jeffrey Wiggins"", ""description"": """"}, ""node"": ""1.2.246.130""}","splunk-test02",isilon,"isilon://isistl.vce.asc::/platform/1/auth/providers/ads/$get_ad_domains$/search?search_users=true","emc:isilon:rest"
"{""timestamp"": ""2016-09-20 20:49:23"", ""namespace"": ""auth"", ""objects"": {""id"": {""id"": ""SID:S-1-5-21-3523807955-3743164635-854022689-5373"", ""name"": ""ASC\\marelp"", ""type"": ""user""}, ""display_name"": ""Peter Marelas"", ""description"": """"}, ""node"": ""1.2.246.130""}","splunk-test02",isilon,"isilon://isistl.vce.asc::/platform/1/auth/providers/ads/$get_ad_domains$/search?search_users=true","emc:isilon:rest"
"{""timestamp"": ""2016-09-20 20:49:23"", ""namespace"": ""auth"", ""objects"": {""id"": {""id"": ""SID:S-1-5-21-3523807955-3743164635-854022689-5368"", ""name"": ""ASC\\foxc2"", ""type"": ""user""}, ""display_name"": ""Callan Fox"", ""description"": """"}, ""node"": ""1.2.246.130""}","splunk-test02",isilon,"isilon://isistl.vce.asc::/platform/1/auth/providers/ads/$get_ad_domains$/search?search_users=true","emc:isilon:rest"
"{""timestamp"": ""2016-09-20 20:49:23"", ""namespace"": ""auth"", ""objects"": {""id"": {""id"": ""SID:S-1-5-21-3523807955-3743164635-854022689-5367"", ""name"": ""ASC\\deguip"", ""type"": ""user""}, ""display_name"": ""Preston De Guise"", ""description"": """"}, ""node"": ""1.2.246.130""}","splunk-test02",isilon,"isilon://isistl.vce.asc::/platform/1/auth/providers/ads/$get_ad_domains$/search?search_users=true","emc:isilon:rest"
"{""timestamp"": ""2016-09-20 20:49:23"", ""namespace"": ""auth"", ""objects"": {""id"": {""id"": ""SID:S-1-5-21-3523807955-3743164635-854022689-5361"", ""name"": ""ASC\\ashg1"", ""type"": ""user""}, ""display_name"": ""Graeme Ash"", ""description"": """"}, ""node"": ""1.2.246.130""}","splunk-test02",isilon,"isilon://isistl.vce.asc::/platform/1/auth/providers/ads/$get_ad_domains$/search?search_users=true","emc:isilon:rest"
"{""timestamp"": ""2016-09-20 20:49:23"", ""namespace"": ""auth"", ""objects"": {""id"": {""id"": ""SID:S-1-5-21-3523807955-3743164635-854022689-5360"", ""name"": ""ASC\\dinesd"", ""type"": ""user""}, ""display_name"": ""Deepth Dinesan"", ""description"": ""PHD01 ANZB""}, ""node"": ""1.2.246.130""}","splunk-test02",isilon,"isilon://isistl.vce.asc::/platform/1/auth/providers/ads/$get_ad_domains$/search?search_users=true","emc:isilon:rest"
"{""timestamp"": ""2016-09-20 20:49:23"", ""namespace"": ""auth"", ""objects"": {""id"": {""id"": ""SID:S-1-5-21-3523807955-3743164635-854022689-5359"", ""name"": ""ASC\\nagarm2"", ""type"": ""user""}, ""display_name"": ""Murali Nagaraj"", ""description"": ""PHD01 ANZB""}, ""node"": ""1.2.246.130""}","splunk-test02",isilon,"isilon://isistl.vce.asc::/platform/1/auth/providers/ads/$get_ad_domains$/search?search_users=true","emc:isilon:rest"
"{""timestamp"": ""2016-09-20 20:49:23"", ""namespace"": ""auth"", ""objects"": {""id"": {""id"": ""SID:S-1-5-21-3523807955-3743164635-854022689-5358"", ""name"": ""ASC\\mcgavm"", ""type"": ""user""}, ""display_name"": ""Matthew McGavern"", ""description"": ""PHD01 ANZB""}, ""node"": ""1.2.246.130""}","splunk-test02",isilon,"isilon://isistl.vce.asc::/platform/1/auth/providers/ads/$get_ad_domains$/search?search_users=true","emc:isilon:rest"
"{""timestamp"": ""2016-09-20 20:49:23"", ""namespace"": ""auth"", ""objects"": {""id"": {""id"": ""SID:S-1-5-21-3523807955-3743164635-854022689-5352"", ""name"": ""ASC\\tirelm"", ""type"": ""user""}, ""display_name"": ""Morgan Tirel"", ""description"": """"}, ""node"": ""1.2.246.130""}","splunk-test02",isilon,"isilon://isistl.vce.asc::/platform/1/auth/providers/ads/$get_ad_domains$/search?search_users=true","emc:isilon:rest"
"{""timestamp"": ""2016-09-20 20:49:23"", ""namespace"": ""auth"", ""objects"": {""id"": {""id"": ""SID:S-1-5-21-3523807955-3743164635-854022689-4426"", ""name"": ""ASC\\seymom"", ""type"": ""user""}, ""display_name"": ""Mark Seymour"", ""description"": """"}, ""node"": ""1.2.246.130""}","splunk-test02",isilon,"isilon://isistl.vce.asc::/platform/1/auth/providers/ads/$get_ad_domains$/search?search_users=true","emc:isilon:rest"
"{""timestamp"": ""2016-09-20 20:49:23"", ""namespace"": ""auth"", ""objects"": {""id"": {""id"": ""SID:S-1-5-21-3523807955-3743164635-854022689-4425"", ""name"": ""ASC\\trand4"", ""type"": ""user""}, ""display_name"": ""David Tran"", ""description"": """"}, ""node"": ""1.2.246.130""}","splunk-test02",isilon,"isilon://isistl.vce.asc::/platform/1/auth/providers/ads/$get_ad_domains$/search?search_users=true","emc:isilon:rest"
"{""timestamp"": ""2016-09-20 20:49:23"", ""namespace"": ""auth"", ""objects"": {""id"": {""id"": ""SID:S-1-5-21-3523807955-3743164635-854022689-4424"", ""name"": ""ASC\\svcrpadm"", ""type"": ""user""}, ""display_name"": ""svcRPAdm"", ""description"": ""Adm svc access to RP""}, ""node"": ""1.2.246.130""}","splunk-test02",isilon,"isilon://isistl.vce.asc::/platform/1/auth/providers/ads/$get_ad_domains$/search?search_users=true","emc:isilon:rest"
"{""timestamp"": ""2016-09-20 20:49:23"", ""namespace"": ""auth"", ""objects"": {""id"": {""id"": ""SID:S-1-5-21-3523807955-3743164635-854022689-4422"", ""name"": ""ASC\\brunob"", ""type"": ""user""}, ""display_name"": ""Boni Bruno"", ""description"": """"}, ""node"": ""1.2.246.130""}","splunk-test02",isilon,"isilon://isistl.vce.asc::/platform/1/auth/providers/ads/$get_ad_domains$/search?search_users=true","emc:isilon:rest"
"{""timestamp"": ""2016-09-20 20:49:23"", ""namespace"": ""auth"", ""objects"": {""id"": {""id"": ""SID:S-1-5-21-3523807955-3743164635-854022689-4421"", ""name"": ""ASC\\stoevm"", ""type"": ""user""}, ""display_name"": ""Mihail Stoev"", ""description"": """"}, ""node"": ""1.2.246.130""}","splunk-test02",isilon,"isilon://isistl.vce.asc::/platform/1/auth/providers/ads/$get_ad_domains$/search?search_users=true","emc:isilon:rest"
"{""timestamp"": ""2016-09-20 20:49:23"", ""namespace"": ""auth"", ""objects"": {""id"": {""id"": ""SID:S-1-5-21-3523807955-3743164635-854022689-4419"", ""name"": ""ASC\\lucasm1"", ""type"": ""user""}, ""display_name"": ""Mark Lucas"", ""description"": """"}, ""node"": ""1.2.246.130""}","splunk-test02",isilon,"isilon://isistl.vce.asc::/platform/1/auth/providers/ads/$get_ad_domains$/search?search_users=true","emc:isilon:rest"
"{""timestamp"": ""2016-09-20 20:49:23"", ""namespace"": ""auth"", ""objects"": {""id"": {""id"": ""SID:S-1-5-21-3523807955-3743164635-854022689-4418"", ""name"": ""ASC\\haugla"", ""type"": ""user""}, ""display_name"": ""Andrew Haugland"", ""description"": """"}, ""node"": ""1.2.246.130""}","splunk-test02",isilon,"isilon://isistl.vce.asc::/platform/1/auth/providers/ads/$get_ad_domains$/search?search_users=true","emc:isilon:rest"
"{""timestamp"": ""2016-09-20 20:49:23"", ""namespace"": ""auth"", ""objects"": {""id"": {""id"": ""SID:S-1-5-21-3523807955-3743164635-854022689-4417"", ""name"": ""ASC\\robw1"", ""type"": ""user""}, ""display_name"": ""robw1"", ""description"": """"}, ""node"": ""1.2.246.130""}","splunk-test02",isilon,"isilon://isistl.vce.asc::/platform/1/auth/providers/ads/$get_ad_domains$/search?search_users=true","emc:isilon:rest"
"{""timestamp"": ""2016-09-20 20:49:23"", ""namespace"": ""auth"", ""objects"": {""id"": {""id"": ""SID:S-1-5-21-3523807955-3743164635-854022689-4416"", ""name"": ""ASC\\svcvdp"", ""type"": ""user""}, ""display_name"": ""svcVDP"", ""description"": ""svc for vSphere Data Protection setup""}, ""node"": ""1.2.246.130""}","splunk-test02",isilon,"isilon://isistl.vce.asc::/platform/1/auth/providers/ads/$get_ad_domains$/search?search_users=true","emc:isilon:rest"
"{""timestamp"": ""2016-09-20 20:49:23"", ""namespace"": ""auth"", ""objects"": {""id"": {""id"": ""SID:S-1-5-21-3523807955-3743164635-854022689-4415"", ""name"": ""ASC\\kollua1"", ""type"": ""user""}, ""display_name"": ""Aruna Kolluru"", ""description"": """"}, ""node"": ""1.2.246.130""}","splunk-test02",isilon,"isilon://isistl.vce.asc::/platform/1/auth/providers/ads/$get_ad_domains$/search?search_users=true","emc:isilon:rest"
"{""timestamp"": ""2016-09-20 20:49:23"", ""namespace"": ""auth"", ""objects"": {""id"": {""id"": ""SID:S-1-5-21-3523807955-3743164635-854022689-4408"", ""name"": ""ASC\\cs"", ""type"": ""user""}, ""display_name"": ""cs"", ""description"": ""Temp""}, ""node"": ""1.2.246.130""}","splunk-test02",isilon,"isilon://isistl.vce.asc::/platform/1/auth/providers/ads/$get_ad_domains$/search?search_users=true","emc:isilon:rest"
"{""timestamp"": ""2016-09-20 20:49:23"", ""namespace"": ""auth"", ""objects"": {""id"": {""id"": ""SID:S-1-5-21-3523807955-3743164635-854022689-4404"", ""name"": ""ASC\\waiter3"", ""type"": ""user""}, ""display_name"": ""Rob Waite"", ""description"": """"}, ""node"": ""1.2.246.130""}","splunk-test02",isilon,"isilon://isistl.vce.asc::/platform/1/auth/providers/ads/$get_ad_domains$/search?search_users=true","emc:isilon:rest"
"{""timestamp"": ""2016-09-20 20:49:23"", ""namespace"": ""auth"", ""objects"": {""id"": {""id"": ""SID:S-1-5-21-3523807955-3743164635-854022689-4402"", ""name"": ""ASC\\valiug1"", ""type"": ""user""}, ""display_name"": ""Glenn Valiukas"", ""description"": """"}, ""node"": ""1.2.246.130""}","splunk-test02",isilon,"isilon://isistl.vce.asc::/platform/1/auth/providers/ads/$get_ad_domains$/search?search_users=true","emc:isilon:rest"
"{""timestamp"": ""2016-09-20 20:49:23"", ""namespace"": ""auth"", ""objects"": {""id"": {""id"": ""SID:S-1-5-21-3523807955-3743164635-854022689-4399"", ""name"": ""ASC\\svcvc06admdemo"", ""type"": ""user""}, ""display_name"": ""svcvc06admdemo"", ""description"": """"}, ""node"": ""1.2.246.130""}","splunk-test02",isilon,"isilon://isistl.vce.asc::/platform/1/auth/providers/ads/$get_ad_domains$/search?search_users=true","emc:isilon:rest"
"{""timestamp"": ""2016-09-20 20:49:23"", ""namespace"": ""auth"", ""objects"": {""id"": {""id"": ""SID:S-1-5-21-3523807955-3743164635-854022689-4391"", ""name"": ""ASC\\waghmd"", ""type"": ""user""}, ""display_name"": ""Deepak Waghmare"", ""description"": ""Temp""}, ""node"": ""1.2.246.130""}","splunk-test02",isilon,"isilon://isistl.vce.asc::/platform/1/auth/providers/ads/$get_ad_domains$/search?search_users=true","emc:isilon:rest"
"{""timestamp"": ""2016-09-20 20:49:23"", ""namespace"": ""auth"", ""objects"": {""id"": {""id"": ""SID:S-1-5-21-3523807955-3743164635-854022689-4211"", ""name"": ""ASC\\bevacw"", ""type"": ""user""}, ""display_name"": ""Walter Bevacqua"", ""description"": """"}, ""node"": ""1.2.246.130""}","splunk-test02",isilon,"isilon://isistl.vce.asc::/platform/1/auth/providers/ads/$get_ad_domains$/search?search_users=true","emc:isilon:rest"
"{""timestamp"": ""2016-09-20 20:49:23"", ""namespace"": ""auth"", ""objects"": {""id"": {""id"": ""SID:S-1-5-21-3523807955-3743164635-854022689-4177"", ""name"": ""ASC\\holzet"", ""type"": ""user""}, ""display_name"": ""Tim Holzer"", ""description"": """"}, ""node"": ""1.2.246.130""}","splunk-test02",isilon,"isilon://isistl.vce.asc::/platform/1/auth/providers/ads/$get_ad_domains$/search?search_users=true","emc:isilon:rest"
"{""timestamp"": ""2016-09-20 20:49:23"", ""namespace"": ""auth"", ""objects"": {""id"": {""id"": ""SID:S-1-5-21-3523807955-3743164635-854022689-4176"", ""name"": ""ASC\\thwaia"", ""type"": ""user""}, ""display_name"": ""Alan Thwaites"", ""description"": """"}, ""node"": ""1.2.246.130""}","splunk-test02",isilon,"isilon://isistl.vce.asc::/platform/1/auth/providers/ads/$get_ad_domains$/search?search_users=true","emc:isilon:rest"
"{""timestamp"": ""2016-09-20 20:49:23"", ""namespace"": ""auth"", ""objects"": {""id"": {""id"": ""SID:S-1-5-21-3523807955-3743164635-854022689-4168"", ""name"": ""ASC\\jelinp"", ""type"": ""user""}, ""display_name"": ""Patrik Jelinko"", ""description"": """"}, ""node"": ""1.2.246.130""}","splunk-test02",isilon,"isilon://isistl.vce.asc::/platform/1/auth/providers/ads/$get_ad_domains$/search?search_users=true","emc:isilon:rest"
"{""timestamp"": ""2016-09-20 20:49:23"", ""namespace"": ""auth"", ""objects"": {""id"": {""id"": ""SID:S-1-5-21-3523807955-3743164635-854022689-4167"", ""name"": ""ASC\\svcNWVBA"", ""type"": ""user""}, ""display_name"": ""svcNWVBA"", ""description"": ""Networker vmware backup appliance user""}, ""node"": ""1.2.246.130""}","splunk-test02",isilon,"isilon://isistl.vce.asc::/platform/1/auth/providers/ads/$get_ad_domains$/search?search_users=true","emc:isilon:rest"
"{""timestamp"": ""2016-09-20 20:49:23"", ""namespace"": ""auth"", ""objects"": {""id"": {""id"": ""SID:S-1-5-21-3523807955-3743164635-854022689-4160"", ""name"": ""ASC\\svcMSOrchestrator"", ""type"": ""user""}, ""display_name"": ""svcMSOrchestrator"", ""description"": """"}, ""node"": ""1.2.246.130""}","splunk-test02",isilon,"isilon://isistl.vce.asc::/platform/1/auth/providers/ads/$get_ad_domains$/search?search_users=true","emc:isilon:rest"
"{""timestamp"": ""2016-09-20 20:49:23"", ""namespace"": ""auth"", ""objects"": {""id"": {""id"": ""SID:S-1-5-21-3523807955-3743164635-854022689-4158"", ""name"": ""ASC\\wrigha1"", ""type"": ""user""}, ""display_name"": ""Antony Wright"", ""description"": """"}, ""node"": ""1.2.246.130""}","splunk-test02",isilon,"isilon://isistl.vce.asc::/platform/1/auth/providers/ads/$get_ad_domains$/search?search_users=true","emc:isilon:rest"
"{""timestamp"": ""2016-09-20 20:49:23"", ""namespace"": ""auth"", ""objects"": {""id"": {""id"": ""SID:S-1-5-21-3523807955-3743164635-854022689-4153"", ""name"": ""ASC\\svcshagc01"", ""type"": ""user""}, ""display_name"": ""svcSHAGC01"", ""description"": """"}, ""node"": ""1.2.246.130""}","splunk-test02",isilon,"isilon://isistl.vce.asc::/platform/1/auth/providers/ads/$get_ad_domains$/search?search_users=true","emc:isilon:rest"
"{""timestamp"": ""2016-09-20 20:49:23"", ""namespace"": ""auth"", ""objects"": {""id"": {""id"": ""SID:S-1-5-21-3523807955-3743164635-854022689-4152"", ""name"": ""ASC\\svcshacon01"", ""type"": ""user""}, ""display_name"": ""svcSHACon01"", ""description"": ""Symantec HA Console""}, ""node"": ""1.2.246.130""}","splunk-test02",isilon,"isilon://isistl.vce.asc::/platform/1/auth/providers/ads/$get_ad_domains$/search?search_users=true","emc:isilon:rest"
"{""timestamp"": ""2016-09-20 20:49:23"", ""namespace"": ""auth"", ""objects"": {""id"": {""id"": ""SID:S-1-5-21-3523807955-3743164635-854022689-4151"", ""name"": ""ASC\\svcvcs01"", ""type"": ""user""}, ""display_name"": ""svcVCS01"", ""description"": ""Veritas Clustering Service (SAP Env)""}, ""node"": ""1.2.246.130""}","splunk-test02",isilon,"isilon://isistl.vce.asc::/platform/1/auth/providers/ads/$get_ad_domains$/search?search_users=true","emc:isilon:rest"
"{""timestamp"": ""2016-09-20 20:49:23"", ""namespace"": ""auth"", ""objects"": {""id"": {""id"": ""SID:S-1-5-21-3523807955-3743164635-854022689-4150"", ""name"": ""ASC\\martij44"", ""type"": ""user""}, ""display_name"": ""James Martin"", ""description"": ""SAP""}, ""node"": ""1.2.246.130""}","splunk-test02",isilon,"isilon://isistl.vce.asc::/platform/1/auth/providers/ads/$get_ad_domains$/search?search_users=true","emc:isilon:rest"
"{""timestamp"": ""2016-09-20 20:49:23"", ""namespace"": ""auth"", ""objects"": {""id"": {""id"": ""SID:S-1-5-21-3523807955-3743164635-854022689-4149"", ""name"": ""ASC\\svcAVR"", ""type"": ""user""}, ""display_name"": ""svcAVR"", ""description"": """"}, ""node"": ""1.2.246.130""}","splunk-test02",isilon,"isilon://isistl.vce.asc::/platform/1/auth/providers/ads/$get_ad_domains$/search?search_users=true","emc:isilon:rest"
"{""timestamp"": ""2016-09-20 20:49:23"", ""namespace"": ""auth"", ""objects"": {""id"": {""id"": ""SID:S-1-5-21-3523807955-3743164635-854022689-4145"", ""name"": ""ASC\\arefh"", ""type"": ""user""}, ""display_name"": ""Haji Aref"", ""description"": ""Temp""}, ""node"": ""1.2.246.130""}","splunk-test02",isilon,"isilon://isistl.vce.asc::/platform/1/auth/providers/ads/$get_ad_domains$/search?search_users=true","emc:isilon:rest"
"{""timestamp"": ""2016-09-20 20:49:23"", ""namespace"": ""auth"", ""objects"": {""id"": {""id"": ""SID:S-1-5-21-3523807955-3743164635-854022689-4144"", ""name"": ""ASC\\powerw"", ""type"": ""user""}, ""display_name"": ""Warren Power-Jones"", ""description"": """"}, ""node"": ""1.2.246.130""}","splunk-test02",isilon,"isilon://isistl.vce.asc::/platform/1/auth/providers/ads/$get_ad_domains$/search?search_users=true","emc:isilon:rest"
"{""timestamp"": ""2016-09-20 20:49:23"", ""namespace"": ""auth"", ""objects"": {""id"": {""id"": ""SID:S-1-5-21-3523807955-3743164635-854022689-4141"", ""name"": ""ASC\\akayam"", ""type"": ""user""}, ""display_name"": ""Michael Akayan"", ""description"": """"}, ""node"": ""1.2.246.130""}","splunk-test02",isilon,"isilon://isistl.vce.asc::/platform/1/auth/providers/ads/$get_ad_domains$/search?search_users=true","emc:isilon:rest"
"{""timestamp"": ""2016-09-20 20:49:23"", ""namespace"": ""auth"", ""objects"": {""id"": {""id"": ""SID:S-1-5-21-3523807955-3743164635-854022689-4136"", ""name"": ""ASC\\read1"", ""type"": ""user""}, ""display_name"": ""David Rea"", ""description"": """"}, ""node"": ""1.2.246.130""}","splunk-test02",isilon,"isilon://isistl.vce.asc::/platform/1/auth/providers/ads/$get_ad_domains$/search?search_users=true","emc:isilon:rest"
"{""timestamp"": ""2016-09-20 20:49:23"", ""namespace"": ""auth"", ""objects"": {""id"": {""id"": ""SID:S-1-5-21-3523807955-3743164635-854022689-4135"", ""name"": ""ASC\\svcSRMRO"", ""type"": ""user""}, ""display_name"": ""svcSRMRO"", ""description"": """"}, ""node"": ""1.2.246.130""}","splunk-test02",isilon,"isilon://isistl.vce.asc::/platform/1/auth/providers/ads/$get_ad_domains$/search?search_users=true","emc:isilon:rest"
"{""timestamp"": ""2016-09-20 20:49:23"", ""namespace"": ""auth"", ""objects"": {""id"": {""id"": ""SID:S-1-5-21-3523807955-3743164635-854022689-4132"", ""name"": ""ASC\\svcvcmadm"", ""type"": ""user""}, ""display_name"": ""svcvcmadm"", ""description"": ""for vCenter Configuration Manager in Mercury""}, ""node"": ""1.2.246.130""}","splunk-test02",isilon,"isilon://isistl.vce.asc::/platform/1/auth/providers/ads/$get_ad_domains$/search?search_users=true","emc:isilon:rest"
"{""timestamp"": ""2016-09-20 20:49:23"", ""namespace"": ""auth"", ""objects"": {""id"": {""id"": ""SID:S-1-5-21-3523807955-3743164635-854022689-4131"", ""name"": ""ASC\\domtcd"", ""type"": ""user""}, ""display_name"": ""Dmitri Domtchenko"", ""description"": """"}, ""node"": ""1.2.246.130""}","splunk-test02",isilon,"isilon://isistl.vce.asc::/platform/1/auth/providers/ads/$get_ad_domains$/search?search_users=true","emc:isilon:rest"
"{""timestamp"": ""2016-09-20 20:49:23"", ""namespace"": ""auth"", ""objects"": {""id"": {""id"": ""SID:S-1-5-21-3523807955-3743164635-854022689-4126"", ""name"": ""ASC\\svcxendtadm"", ""type"": ""user""}, ""display_name"": ""svcXenDTAdm"", ""description"": """"}, ""node"": ""1.2.246.130""}","splunk-test02",isilon,"isilon://isistl.vce.asc::/platform/1/auth/providers/ads/$get_ad_domains$/search?search_users=true","emc:isilon:rest"
"{""timestamp"": ""2016-09-20 20:49:23"", ""namespace"": ""auth"", ""objects"": {""id"": {""id"": ""SID:S-1-5-21-3523807955-3743164635-854022689-4121"", ""name"": ""ASC\\colinl"", ""type"": ""user""}, ""display_name"": ""Colin Li"", ""description"": """"}, ""node"": ""1.2.246.130""}","splunk-test02",isilon,"isilon://isistl.vce.asc::/platform/1/auth/providers/ads/$get_ad_domains$/search?search_users=true","emc:isilon:rest"
"{""timestamp"": ""2016-09-20 20:49:23"", ""namespace"": ""auth"", ""objects"": {""id"": {""id"": ""SID:S-1-5-21-3523807955-3743164635-854022689-4119"", ""name"": ""ASC\\svcVC02AdmDemo"", ""type"": ""user""}, ""display_name"": ""svcVC02AdmDemo"", ""description"": """"}, ""node"": ""1.2.246.130""}","splunk-test02",isilon,"isilon://isistl.vce.asc::/platform/1/auth/providers/ads/$get_ad_domains$/search?search_users=true","emc:isilon:rest"
"{""timestamp"": ""2016-09-20 20:49:23"", ""namespace"": ""auth"", ""objects"": {""id"": {""id"": ""SID:S-1-5-21-3523807955-3743164635-854022689-1840"", ""name"": ""ASC\\svcVNXAdm"", ""type"": ""user""}, ""display_name"": ""svcVNXAdm"", ""description"": """"}, ""node"": ""1.2.246.130""}","splunk-test02",isilon,"isilon://isistl.vce.asc::/platform/1/auth/providers/ads/$get_ad_domains$/search?search_users=true","emc:isilon:rest"
"{""timestamp"": ""2016-09-20 20:49:23"", ""namespace"": ""auth"", ""objects"": {""id"": {""id"": ""SID:S-1-5-21-3523807955-3743164635-854022689-1839"", ""name"": ""ASC\\singhr"", ""type"": ""user""}, ""display_name"": ""Raj Singh"", ""description"": ""XTremIO""}, ""node"": ""1.2.246.130""}","splunk-test02",isilon,"isilon://isistl.vce.asc::/platform/1/auth/providers/ads/$get_ad_domains$/search?search_users=true","emc:isilon:rest"
"{""timestamp"": ""2016-09-20 20:49:23"", ""namespace"": ""auth"", ""objects"": {""id"": {""id"": ""SID:S-1-5-21-3523807955-3743164635-854022689-1470"", ""name"": ""ASC\\kiddg"", ""type"": ""user""}, ""display_name"": ""Graham Kidd"", ""description"": ""Temp""}, ""node"": ""1.2.246.130""}","splunk-test02",isilon,"isilon://isistl.vce.asc::/platform/1/auth/providers/ads/$get_ad_domains$/search?search_users=true","emc:isilon:rest"
"{""timestamp"": ""2016-09-20 20:49:23"", ""namespace"": ""auth"", ""objects"": {""id"": {""id"": ""SID:S-1-5-21-3523807955-3743164635-854022689-1469"", ""name"": ""ASC\\svcVWComposerAdmin"", ""type"": ""user""}, ""display_name"": ""svcVWComposerAdmin"", ""description"": """"}, ""node"": ""1.2.246.130""}","splunk-test02",isilon,"isilon://isistl.vce.asc::/platform/1/auth/providers/ads/$get_ad_domains$/search?search_users=true","emc:isilon:rest"
