"signature_id",signature,product,"product_version"
4323,"ActiveX component download (Adware)",CommonName,429
2817,"Integrated Search Tech Tbar.gen.72 (Adware)",ISTbar,572
1881,"Installer (Trojan)","Small.PAL",3386
2024,"Installer (Trojan)","Nieguide.AA_8",3386
4801,"pdf.OT.9 (Exploit)","Malformed-File",3391
4650,"ActiveX component download (Adware)",CoolWebSearch,599
1356,"(Adware)",AutoUpdate,1148
3729,"Installer (Trojan)","Kraddare.CA_42",3386
1094,"ActiveX component download 2 (Miscellaneous)",Spybouncer,2127
708,"ActiveX component download (Adware)","Search_Miracle",844
1846,"Installer (Trojan)","Emelent.K",3386
3401,"ActiveX component download (Trojan)","e2Give_Prutect",2013
1715,"Installer (Trojan)","Koobface.MH",3386
1934,"Installer (Trojan)","Murlo.ITY",3386
2141,"Installer (Trojan)","Kraddare.BJ_3",3386
620,"ActiveX component download (Adware)",GSim,705
4456,"ActiveX component download (Adware)",KeenValue,530
1584,"Hide4PGP Tool Installer (Miscellaneous)",Steganography,3373
196,"Installer (Trojan)","Bredolab.SME_2",3386
2302,"ActiveX component download (Adware)","About_Blank",980
608,"ActiveX component download (Adware)",SearchitBar,498
922,"ActiveX component download (Adware)","About_Blank",980
2008,"Installer (Trojan)","Nieguide.AA_5",3386
944,"ActiveX component download (Adware)","About_Blank",980
1827,"Installer (Trojan)","Agent.FL_4264",3386
4482,"ActiveX component download (Adware)",CoolWebSearch,599
113,"ActiveX component download (LoyaltyWare)",TopMoxie,739
3308,"ActiveX component download (Adware)",Zuvio,1119
1280,"Client Executable (Trojan)",Xploit,3253
1182,"2K5 Trojan Server (Trojan)",Y3K,3199
4575,"ActiveX component download (Adware)",CoolWebSearch,599
411,"ActiveX component download (Adware)","Search_Miracle",844
2322,"ActiveX component download (Adware)",ILookup,518
3294,"ActiveX component download (Adware)",INetBar,1644
2100,"Installer (Trojan)","Adshot_2",3386
3793,"Installer (Trojan)","Solimba.F",3386
2959,"Millipede Setup Download MillipedeSetup13.exe (Adware)","Bundled-Software",100
107,"ActiveX component download (Adware)","Dynamic-Desktop-Media",706
3016,"v2.x Installer (Commercial Monitoring Software)",XPCSpy,571
4395,"ActiveX component download (Adware)",HotBar,481
4325,"ActiveX component download (Adware)",Aornum,461
336,"ActiveX component download (Adware)",Roimoi,794
1036,"ActiveX component download (Adware)","Zone-DL.Plugin",2857
2920,"LingoLite Dutch Setup Download LingoLite-dut.exe (Adware)","Bundled-Software",100
296,"ActiveX component download (Adware)","Search_Miracle",844
4155,"Component Download (Adware)",HuntBar,426
633,"ActiveX component download (Adware)",KeenValue,530
2810,"Integrated Search Tech Tbar.gen.64 (Adware)",ISTbar,572
2881,"Hero Super Player Setup Download hps.exe (Adware)","Bundled-Software",100
4339,"ActiveX component download (Dialer)","Unknown-Dialers",403
3310,"ActiveX component download (Adware)",EliteBar,1124
3902,"Installer (Trojan)","Kraddare.FJ_7",3386
2339,"ActiveX component download (Adware)",PowerStrip,522
197,"ActiveX component download (Adware)",SearchBarCash,659
2693,"AdvancedDVDPlayerPro Setup Download (Adware)","Bundled-Software",100
4169,"ActiveX component download (Adware)",ISTbar,572
2826,"Integrated Search Tech Tbar.gen.82 (Adware)",ISTbar,572
4199,"ActiveX component download (Adware)",EliteBar,1124
600,"ActiveX component download (Adware)",ILookup,518
308,"ActiveX component download (Adware)","Search_Miracle",844
1494,"(Trojan)","Small.JOG",3345
3312,"NaviSearch ActiveX component download (Adware)","eXact-Advertising",1169
908,"ActiveX component download (Adware)","About_Blank",980
4730,"(Adware)","Outbrowse.B",2008
1492,"Agent.biiw Installer (Trojan)","Trojan-Downloader",3352
4472,"ActiveX component download (Adware)",SearchSquire,584
2307,"ActiveX component download (Adware)","About_Blank",980
1201,"2.0 Installer (Adware)",Adblaster,787
186,"ActiveX component download (Adware)",SearchBarCash,659
1463,"Installer (Adware)","Shopper.V_6",1330
3154,"ActiveX component download (Adware)",CoolWebSearch,599
147,"ActiveX component download (Adware)",2020Search,640
1083,"ActiveX component download.2 (Adware)",Look2Me,723
3082,"NicTech-Networks Look2Me (Adware)",Look2Me,723
2389,"(Miscellaneous)","Utorrent.PAF",3397
335,"ActiveX component download (Adware)",iGetNet,422
4799,"pdf.OT.7 (Exploit)","Malformed-File",3391
2367,"ActiveX component download (Adware)",KeenValue,530
2520,"ActiveX component download (Adware)",7FaSSt,419
2694,"Ak-networks.com Download SyncAkSoft.da_ (Adware)","Bundled-Software",100
2975,"Installer (Trojan)","LoudMo_4",3386
717,"ActiveX component download (Adware)","Search_Miracle",844
3311,"ActiveX component download (Adware)",EliteBar,1124
2096,"Installer (Trojan)","Kraddare.BM_2",3386
2147,"ActiveX component download (Adware)","About_Blank",980
4755,"pdf.TL.4 (Exploit)","Malformed-File",3391
1429,"(Adware)","BHO.EZQ",3327
2337,"ActiveX component download (Adware)",PowerStrip,522
3802,"Installer (Trojan)","Kraddare.CA_54",3386
4218,"ActiveX component download (Adware)","About_Blank",980
2381,"ActiveX component download (Adware)",KeenValue,530
967,"ActiveX component download (Adware)","About_Blank",980
1389,"(Adware)",GooochiBiz,3308
1843,"ActiveX component download (Adware)",SubSearch,480
3783,"Installer (Trojan)","Kraddare.FC_3",3386
371,"ActiveX component download (Adware)",Huntbar,426
1868,"ActiveX component download (Adware)",SubSearch,480
3132,"ActiveX component download (Adware)",CoolWebSearch,599
2871,"Installer (Trojan)",IBryte,3386
1998,"Installer (Trojan)","SpyEye.ENV_5",3386
2195,"ActiveX component download (Adware)",WurldMedia,483
2665,"Installer (Trojan)","HotBar.E_17",3386
278,"ActiveX component download (Adware)","Search_Miracle",844
2275,"Installer (Trojan)","Vilsel.AUOE",3386
366,"ActiveX component download (Adware)","Search_Miracle",844
1507,"(Trojan)",Zaplot,3358
3979,"Installer (Trojan)","Kraddare.HB_2",3386
692,"ActiveX component download (Adware)","Search_Miracle",844
3146,"ActiveX component download (Adware)",CoolWebSearch,599
2149,"ActiveX component download (Adware)","About_Blank",980
1976,"Installer (Trojan)","Meredrop.A_42",3386
2301,"ActiveX component download (Adware)",ClientMan,517
1796,"Installer (Trojan)","Palevo.2_5",3386
1669,"Installer (Trojan)","CodecPack.KTD",3386
1760,"Installer (Trojan)","TDSS.ZQ",3386
3394,"ActiveX component download (Trojan)","Small.M",1933
3955,"Installer (Trojan)","HotBar.M_24",3386
1697,"Installer (Trojan)","FakeAV.CU",3386
2444,"ActiveX component download (DataMiner)",NavExcel,607
3178,"ActiveX component download (Adware)",CoolWebSearch,599
938,"ActiveX component download (Adware)","About_Blank",980
4305,"ActiveX component download (DataMiner)",MarketScore,488
2199,"ActiveX component download (Adware)",InetSpeak,486
2422,"ActiveX component download (Adware)","About_Blank",980
1480,"PowerPoint Document 3 (Trojan)","Win32.Apptom",3346
383,"ActiveX component download (Adware)","Search_Miracle",844
3473,"Setup Download wintective_demo_install.zip (Commercial Monitoring Software)",Wintective,2637
2620,"Wintools Download WToolsD.cab (Adware)","Adwave.com",426
635,"ActiveX component download (Adware)",KeenValue,530
1364,"ActiveX component download (Adware)","My-Daily-Horoscope",1184
2685,"AFreeRipper Setup Download setup.exe (Adware)","Bundled-Software",100
307,"ActiveX component download (Adware)","Search_Miracle",844
3141,"ActiveX component download (Adware)",CoolWebSearch,599
4407,"ActiveX component download (Miscellaneous)","Virtual-Bouncer",514
3150,"ActiveX component download (Adware)",CoolWebSearch,599
3397,"ActiveX component download (Trojan)","Small.M",1933
636,"ActiveX component download (Adware)",Gator,10
1951,"Installer (Trojan)","Otran.AA_2",3386
2489,"ActiveX component download (Adware)","About_Blank",980
4564,"ActiveX component download (Adware)",CoolWebSearch,599
724,"ActiveX component download (Adware)","Search_Miracle",844
4297,"ActiveX component download (Trojan)",LowZones,2231
4171,"ActiveX component download (Adware)",Zuvio,1119
4643,"ActiveX component download (Adware)",CoolWebSearch,599
1482,"Installer (Worm)","Worm.Win32.AutoRun.aczu",3347
140,"ActiveX component download (Adware)",WebBehavior,634
2508,"ActiveX component download (Adware)",IESearchToolbar,982
4510,"ActiveX component download (Adware)",CoolWebSearch,599
2001,"Installer (Trojan)","Diver.C",3386
4342,"ActiveX component download (Dialer)","Unknown-Dialers",403
2041,"Installer (Trojan)","Gamevance.R",3386
4149,"BargainBuddy Component Download (Adware)","eXact-Advertising",463
4764,"html.TL.287 (Exploit)","Malformed-File",3391
983,"ActiveX component download (Adware)","About_Blank",980
2406,"ActiveX component download (Adware)",Forbes,556
2106,"Installer (Trojan)","BonusCash.AB_26",3386
244,"ActiveX component download (Adware)",CnsMin,469
2070,"Installer (Trojan)","BonusCash.AB_23",3386
2818,"Integrated Search Tech Tbar.gen.73 (Adware)",ISTbar,572
3436,"ActiveX component download (Dialer)","Instant-Access",817
4321,"ActiveX component download (Adware)",iGetNet,422
4805,"pdf.OT.13 (Exploit)","Malformed-File",3391
1872,"Installer (Trojan)","Bredolab.DC_4",3386
3128,"ActiveX component download (Adware)",CoolWebSearch,599
2702,"Installer (Trojan)","Kraddare.P_28",3386
252,"ActiveX component download (Dialer)","Instant-Access",817
2211,"ActiveX component download (Adware)",IPInsight,487
782,"ActiveX component download (Adware)",Fizzlebar,1055
2056,"Installer (Trojan)","GameVance_6",3386
2429,"ActiveX component download (Adware)","About_Blank",980
3713,"Installer (Trojan)","Kraddare.CA_34",3386
3412,"ActiveX component download (Dialer)","Win32.Dialer",2226
3855,"Installer (Trojan)","WinAgir.A_6",3386
1658,"Installer (Trojan)","ZBot.DFL",3386
1657,"Installer (Trojan)","KillAV.FKB",3386
3916,"Installer (Trojan)","XPAntiSpyware.AC_2",3386
730,"ActiveX component download (Adware)","Search_Miracle",844
1365,"ActiveX component download (Adware)",CoolWebSearch,599
879,"ActiveX component download (Adware)","About_Blank",980
3316,"ActiveX component download (Dialer)",Adultoweb,1151
4477,"ActiveX component download (Adware)",CoolWebSearch,599
4548,"ActiveX component download (Adware)",CoolWebSearch,599
4031,"Setup Download Setup.exe (Commercial Monitoring Software)",SpyAgent,22
2466,"ActiveX component download (Adware)","About_Blank",980
3500,"Installer (Trojan)","IBryte.B_2",3386
1466,"ActiveX component download (Adware)",BrowserAid,467
3196,"ActiveX component download (Adware)",CoolWebSearch,599
3348,"ActiveX component download (Adware)","Gigex_SpeedDelivery",1803
4367,"ActiveX component download (Dialer)",IEAccess,456
4251,"ActiveX component download (Adware)",AdStatus,1578
3034,"SpongeBob SquarePants Setup Download sponge.exe (Adware)","Bundled-Software",100
1623,"Installer (Trojan)","Pegel.FW",3386
3138,"ActiveX component download (Adware)",CoolWebSearch,599
2189,"ActiveX component download (Adware)",WurldMedia,483
254,"ActiveX component download (Dialer)","Instant-Access",817
3176,"ActiveX component download (Adware)",CoolWebSearch,599
4609,"ActiveX component download (Adware)",CoolWebSearch,599
2979,"OnlineTV 2 Setup Download otv2setup.exe (Adware)","Bundled-Software",100
173,"ActiveX component download (Adware)",OverPro,757
1821,"ActiveX component download (Adware)",SubSearch,480
2612,"Installer (Trojan)","Cinmus_457",3386
1598,"Installer (Trojan)","Bredolab.CBO",3386
4128,"Installer (Trojan)","SystemSecurity.AL_87",3386
1800,"Installer (Trojan)","Bredolab.FQ",3386
702,"ActiveX component download (Adware)","Search_Miracle",844
1600,"ActiveX component download (Adware)",DailyWinner,472
794,"ActiveX component download (Adware)","Search_Miracle",844
3442,"ActiveX component download (Dialer)","Instant-Access",817
123,"ActiveX component download (Adware)",CoderDialer,751
2833,"Integrated Search Tech Tbar.gen.89 (Adware)",ISTbar,572
1380,"ActiveX component download (Adware)","BrowserVillage-Toolbar",864
2049,"ActiveX component download (Adware)",RedHotNetworks,1686
2451,"ActiveX component download (Adware)",Masterbar,616
273,"ActiveX component download (Adware)","Search_Miracle",844
3350,"ActiveX component download (Adware)",MediaUpdate,1808
4562,"ActiveX component download (Adware)",CoolWebSearch,599
346,"ActiveX component download (Dialer)","Xpehbam-Dialer",797
1118,"[X] Spyware Server detection  (Trojan)",The,1026
1095,"ActiveX component download (Adware)",SearchBarCash,659
2047,"Installer (Trojan)","HotBar.H_16",3386
547,"ActiveX component download (Adware)",Searchforit,860
1367,"ActiveX component download (Adware)",CoolWebSearch,599
4158,"Cab Download WinTA.cab (Adware)",HuntBar,426
2985,"Paradise Lagoon Screensaver Setup Download pl1SetupWebSite.exe (Adware)","Bundled-Software",100
3906,"Installer (Trojan)","SystemSecurity.AL_68",3386
1562,"Stego Portable Installer (Miscellaneous)",P2,3373
690,"ActiveX component download (Adware)","Search_Miracle",844
1015,"ActiveX component download (Adware)",CoolWebSearch,599
3892,"Installer (Trojan)","Kraddare.EX_40",3386
609,"ActiveX component download (Dialer)","Unknown-Dialers",403
2295,"ActiveX component download (Adware)",ClientMan,517
364,"ActiveX component download (Adware)","Search_Miracle",844
2161,"ActiveX component download (Adware)","About_Blank",980
176,"ActiveX component download (Adware)",SearchBarCash,659
1414,"(Miscellaneous)","UltimateDefender.GWG",2731
4151,"BargainBuddy Component Download (Adware)","eXact-Advertising",463
145,"ActiveX component download (Adware)",BlazeFind,724
3171,"ActiveX component download (Adware)",CoolWebSearch,599
1314,"Ecodec Installer (Adware)",Trojan,3278
1893,"Installer (Trojan)","PhpShell.D_2",3386
2492,"ActiveX component download (Adware)",ToolbarCC,681
2850,"Installer (Trojan)","HotBar.E_19",3386
1874,"Installer (Trojan)","Psyme.HX_2",3386
1484,"Keylogger Executable (Trojan)","PWS.Win32.Scofted",3349
4432,"ActiveX component download (Adware)",KeenValue,530
2305,"ActiveX component download (Adware)","About_Blank",980
279,"ActiveX component download (Adware)","Search_Miracle",844
656,"ActiveX component download (Adware)",CoolWebSearch,599
2825,"Integrated Search Tech Tbar.gen.81 (Adware)",ISTbar,572
2354,"ActiveX component download (Adware)",eZula,9
1306,"ActiveX component download (Adware)",BDE,464
1157,"ActiveX component download (Dialer)",Comload,470
4252,"Installer (Trojan)","SystemSecurity.AL_84",3386
1927,"ActiveX component download (Adware)",20x2p,1748
3741,"Installer (Trojan)","HotBar.E_46",3386
3344,"ActiveX component download (Adware)","Search_Toolbar",1791
1530,"ActiveX component download (Adware)",CoolWebSearch,599
3020,"ActiveX component download (Adware)","About_Blank",980
1292,"Installer (Commercial Monitoring Software)",zzToolbar,3262
2458,"ActiveX component download (Adware)","About_Blank",980
4402,"ActiveX component download (Dialer)",MoneyTree,489
645,"ActiveX component download (Adware)","Search_Miracle",844
628,"ActiveX component download (Adware)",KeenValue,530
4622,"ActiveX component download (Adware)",CoolWebSearch,599
394,"ActiveX component download (Adware)","Search_Miracle",844
2895,"Jetz_Rampage Setup Download jetzrampage.exe (Adware)","Bundled-Software",100
3433,"ActiveX component download (Dialer)","Instant-Access",817
1461,"(Trojan)","XP-Police",3281
1825,"Installer (Trojan)","OnlineGames.BNKB_22",3386
2088,"ActiveX component download (Adware)","Search-Relevancy",1197
2983,"PacFish Setup Download PacFishSetup.exe (Adware)","Bundled-Software",100
115,"ActiveX component download (LoyaltyWare)",TopMoxie,739
4615,"ActiveX component download (Adware)",CoolWebSearch,599
4462,"ActiveX component download (Adware)",Whazit,543
3065,"WAV-MP3 Converter Encoder Setup Download orange_encoder.exe (Adware)","Bundled-Software",100
2283,"ActiveX component download (Adware)",NewtonKnows,513
987,"ActiveX component download (Adware)","About_Blank",980
3230,"ActiveX component download (Adware)",CoolWebSearch,599
1776,"ActiveX component download (Adware)",FreeScratchAndWin,478
1835,"Installer (Trojan)","Bredolab.GGK",3386
2469,"ActiveX component download (Adware)",Fastseeker,635
4473,"ActiveX component download (Adware)",SearchSquire,584
169,"ActiveX component download (Dialer)","Unknown-Dialers",403
3479,"Setup Download phazebar.exe (Adware)",PhazeBar,2531
1706,"Installer (Trojan)","FakeAV.BW_6",3386
779,"ActiveX component download (Adware)","Search_Miracle",844
4582,"ActiveX component download (Adware)",CoolWebSearch,599
3245,"ActiveX component download (Adware)",CoolWebSearch,599
4099,"Cab Download (Adware)","Comet-Cursor",428
3195,"ActiveX component download (Adware)",CoolWebSearch,599
3217,"ActiveX component download (Adware)",CoolWebSearch,599
3686,"Installer (Trojan)","Kraddare.CA_23",3386
2557,"Installer (Trojan)","Nieguide.AA_37",3386
3728,"Installer (Trojan)","HotBar.E_38",3386
3507,"Installer (Trojan)","HotBar.E_25",3386
1067,"ActiveX component download (Adware)",CoolWebSearch,599
2437,"ActiveX component download (Adware)","About_Blank",980
994,"ActiveX component download (Adware)","About_Blank",980
1726,"Installer (Trojan)","Cosmu.XET",3386
2415,"ActiveX component download (Adware)","About_Blank",980
4092,"Download euniverse.exe (Adware)",xxxtoolbar,572
4547,"ActiveX component download (Adware)",CoolWebSearch,599
3757,"Installer (Trojan)","Sidetab_2",3386
3574,"Installer (Trojan)","Ezula.GO",3386
3163,"ActiveX component download (Adware)",CoolWebSearch,599
659,"ActiveX component download (Adware)",ExpExt,1216
1076,"WeatherBug (Adware)",AWS,2178
1833,"Installer (Trojan)","Emelent.MT",3386
3335,"ActiveX component download (Adware)",DownloadCoach,1336
623,"ActiveX component download (Adware)",Mirar,637
4470,"ActiveX component download (Dialer)",AccessPlugin,583
4486,"ActiveX component download (Adware)",CoolWebSearch,599
1244,"Protection Installer (Adware)",Live,3231
907,"ActiveX component download (Adware)","About_Blank",980
392,"ActiveX component download (Adware)","Search_Miracle",844
1616,"Installer (Trojan)","Oficla.DQ",3386
298,"ActiveX component download (Adware)","Search_Miracle",844
606,"ActiveX component download (LoyaltyWare)",CasinoRewards,1255
1260,"Toolbar Executable (Adware)",Direct,3242
1061,"ActiveX component download (Dialer)",Progetto,2451
2093,"Installer (Trojan)","BonusCash.AB_24",3386
1712,"Installer (Trojan)","FakeAV.BT_6",3386
2029,"Installer (Trojan)","Searchbar.A_10",3386
1425,"(Commercial Monitoring Software)","KeyLogger.BJS",3075
846,"Installer (Trojan)","OnLineGames.VXRD",3386
2009,"ActiveX component download (Adware)",CoolWebSearch,599
3635,"Installer (Trojan)","ArchSMS.RW_2",3386
4614,"ActiveX component download (Adware)",CoolWebSearch,599
2709,"Artisan CD/DVD Burner Setup Download setup.exe (Adware)","Bundled-Software",100
4197,"ActiveX component download (Adware)",SideSearch,766
2516,"ActiveX component download (DataMiner)","Alexa-Toolbar",418
3297,"ActiveX component download (Adware)",INetBar,1644
1713,"Installer (Trojan)","Sopiclick.A_6",3386
640,"ActiveX component download (Adware)","Search_Miracle",844
1543,"Executable (Adware)",PG2009,3371
2421,"ActiveX component download (Adware)","About_Blank",980
1011,"ActiveX component download (Dialer)",IEAccess,456
2350,"ActiveX component download (Adware)",KeenValue,530
4519,"ActiveX component download (Adware)",CoolWebSearch,599
2299,"ActiveX component download (Adware)","About_Blank",980
4511,"ActiveX component download (Adware)",CoolWebSearch,599
4227,"ActiveX component download (Adware)",Searchforit,860
1964,"Installer (Trojan)","Swisyn.AUBE",3386
3464,"ActiveX component download (Dialer)",Cytainment,2590
3782,"Installer (Trojan)","InstallCore_14",3386
1681,"Installer (Trojan)","CasOnline_12",3386
2366,"ActiveX component download (Adware)","About_Blank",980
2483,"ActiveX component download (Adware)",Coolsavings,653
4605,"ActiveX component download (Adware)",CoolWebSearch,599
1985,"Installer (Trojan)","Bifrose.NIN",3386
1703,"Installer (Trojan)","Cutwail.AY",3386
2227,"ActiveX component download (Dialer)",MoneyTree,489
3389,"ActiveX component download (Trojan)","G_Spot",1654
1442,"Variant (Adware)","BHO.EZQ",3327
1202,"z0mbie executable (Trojan)",pseudoRAT,3207
4316,"ActiveX component download (Dialer)",IEAccess,456
1549,"ImageSpyer Installer RAR  (Miscellaneous)",Steganography,3373
4561,"ActiveX component download (Adware)",CoolWebSearch,599
2482,"ActiveX component download (Adware)",iGetNet,422
933,"ActiveX component download (Adware)","About_Blank",980
99,"ActiveX component download (Adware)","Search_Miracle",844
3265,"ActiveX component download (Adware)",DialerPlatform,1152
2349,"ActiveX component download (Adware)","About_Blank",980
3937,"Installer (Trojan)","VirusCure.AA_22",3386
1900,"Installer (Trojan)","MalAgent.A_189",3386
1320,"Installer (Miscellaneous)","ZombGet.03",3282
1732,"ActiveX component download (Adware)",FreeScratchAndWin,478
1501,"(Commercial Monitoring Software)","SpyAgent.B",22
1207,"Installer (Trojan)",OneStepSearch,3210
1007,"ActiveX component download (Dialer)",IEAccess,456
2832,"Integrated Search Tech Tbar.gen.88 (Adware)",ISTbar,572
4623,"ActiveX component download (Adware)",CoolWebSearch,599
2002,"Installer (Trojan)","Relevant.BA_2",3386
839,"ActiveX component download (Adware)",123mania,940
2845,"Integrated Search Tech Tbar.gen.99 (Adware)",ISTbar,572
3239,"ActiveX component download (Adware)",CoolWebSearch,599
2020,"Installer (Trojan)","Kraddare.AR_2",3386
781,"ActiveX component download (Adware)","Search_Miracle",844
3925,"Installer (Trojan)","XPAntiSpyware.AG_5",3386
818,"ActiveX component download (Adware)",AdBlock,868
3770,"Installer (Trojan)","EoRezo.J_4",3386
4221,"ActiveX component download (Dialer)","Dialer.Mostrar",2119
1500,"ActiveX component download (Adware)",CnsMin,469
3953,"Installer (Trojan)","HotBar.M_21",3386
2468,"ActiveX component download (Adware)","Web-Behavior",634
2085,"Installer (Trojan)","Kraddare.AQ_2",3386
4556,"ActiveX component download (Adware)",CoolWebSearch,599
4307,"ActiveX component download (Adware)",URLBlaze,743
925,"ActiveX component download (Adware)","About_Blank",980
3098,"Installer (Trojan)","Kraddare.CB_4",3386
3258,"ActiveX component download (Adware)",DialerPlatform,1152
660,"ActiveX component download (Adware)",Huntbar,426
4060,"Setup Download netobserve-setup-sw.exe (Commercial Monitoring Software)",NETObserve,354
4442,"ActiveX component download (Adware)",KeenValue,530
3753,"Installer (Trojan)","Yabector.F",3386
3700,"Installer (Trojan)","Pidief.CWL_2",3386
3895,"Installer (Trojan)","Kraddare.GQ_2",3386
3737,"Installer (Trojan)","Kraddare.BS",3386
1256,"Toolbar Installer (Adware)",Ditto,3239
4680,"php.OT.1 (Exploit)","Malformed-File",3391
861,"Installer (Trojan)","LdPinch.ALVD",3386
2496,"ActiveX component download (Adware)",SCBar,683
2739,"CardCrazy Setup Download cardcrazy_DLOAD_CC_install.exe (Adware)","Bundled-Software",100
4539,"ActiveX component download (Adware)",CoolWebSearch,599
1303,"Toolbar Dynamic Library (Miscellaneous)",SearchNine,3270
4165,"Installer (Trojan)","Kraddare.HG",3386
4619,"ActiveX component download (Adware)",CoolWebSearch,599
754,"ActiveX component download (Adware)","Search_Miracle",844
731,"ActiveX component download (Adware)","Search_Miracle",844
302,"ActiveX component download (Adware)","Search_Miracle",844
2387,"ActiveX component download (Adware)","Download-Plus",532
2284,"ActiveX component download (Adware)",NewtonKnows,513
1455,"360 Installer 1 (Adware)",Antivirus,3331
982,"ActiveX component download (Adware)","About_Blank",980
916,"ActiveX component download (Adware)",ACXInstall,458
3904,"Installer (Trojan)","Kraddare.GP",3386
4733,"(Adware)","Babylon.AD",3396
1249,"Executable (Trojan)",Yuri,3234
3139,"ActiveX component download (Adware)",CoolWebSearch,599
1401,"(Adware)",iWonInstaller,461
141,"Installer (Trojan)","Koblu.BRG",3386
1423,"(Trojan)",ArabianAttacker,3324
920,"ActiveX component download (Adware)","About_Blank",980
2258,"ActiveX component download (Adware)",SearchitBar,498
1740,"Installer (Trojan)","Redirector_2",3386
3107,"ActiveX component download (Adware)",CoolWebSearch,599
1783,"Installer (Trojan)","ZXProxy.IK",3386
1908,"Installer (Trojan)","KillAV.GXY",3386
3750,"Installer (Trojan)","Kraddare.DN_5",3386
2938,"Living3DButterflies ScreenSaver Setup Download (Adware)","Bundled-Software",100
2323,"ActiveX component download (Adware)",ILookup,518
1940,"Installer (Trojan)","TDSS.BIIN",3386
4146,"BargainBuddy Executable Download adv.exe (Adware)","eXact-Advertising",463
871,"ActiveX component download (Adware)",HotBar,481
1042,"2006 ActiveX component download (Miscellaneous)",SystemDoctor,3049
1286,"Cab Installer (Adware)",Kompass,3257
1245,"Wave Installer (Miscellaneous)",Blue,3232
890,"ActiveX component download (Adware)","About_Blank",980
891,"ActiveX component download (Adware)","About_Blank",980
4763,"html.TL.286 (Exploit)","Malformed-File",3391
2553,"DashConnect Installer Executable File Download (Adware)",eZula,9
619,"ActiveX component download (Adware)",GSim,705
2955,"MeetGate Setup Download MGUpdate24-7.exe (Adware)","Bundled-Software",100
874,"ActiveX component download (Adware)","About_Blank",980
1550,"DarkCrypt Installer RAR (Miscellaneous)",Steganography,3373
4160,"abasa5jrp.exe Download (Adware)",ShopAtHomeSelect,700
911,"ActiveX component download (Adware)","About_Blank",980
939,"ActiveX component download (Adware)","About_Blank",980
1932,"Installer (Trojan)","MalAgent.B_74",3386
3764,"Installer (Trojan)","Kraddare.EQ",3386
134,"ActiveX component download (Adware)",DynamicDesktopMedia,706
3845,"Installer (Trojan)","HotBar.M_8",3386
3789,"Installer (Trojan)","Kraddare.EL",3386
4443,"ActiveX component download (Adware)",KeenValue,530
2395,"ActiveX component download (Adware)","About_Blank",980
235,"ActiveX component download (Dialer)","Xpehbam-Dialer",797
135,"ActiveX component download (Trojan)",SurferBar,615
4394,"ActiveX component download (Adware)",SubSearch,480
1721,"ActiveX component download (Adware)",FlashTrack,477
3172,"ActiveX component download (Adware)",CoolWebSearch,599
4398,"ActiveX component download (Adware)",IEPlugin,482
225,"ActiveX component download (Adware)","Easy-Search",785
2464,"ActiveX component download (Adware)","About_Blank",980
1544,"(Trojan)","PWS.Win32.Zbot.gen.Q",3355
1737,"Installer (Trojan)","Obfuscated_30",3386
4216,"ActiveX component download (Adware)",YourSiteBar,974
773,"ActiveX component download (Adware)","Search_Miracle",844
1267,"Capture Library (Trojan)",Yuri,3234
1545,"ActiveX component download (Adware)","Comet-Cursor",428
4490,"ActiveX component download (Adware)",CoolWebSearch,599
2051,"Installer (Trojan)","WinPump.Q",3386
3759,"Installer (Trojan)","RealVNC_6",3386
1159,"ActiveX component download (Adware)",UCSearch,722
2896,"Jumper Setup Download jumper.exe (Adware)","Bundled-Software",100
3085,"ActiveX component download (Dialer)","Adult-Dialer",1971
4125,"Quick! Search Toolbar Installer Download (Adware)","New.Net",417
1984,"Installer (Trojan)",Nobrain,3386
1799,"Installer (Trojan)","StartPage.ARW",3386
990,"ActiveX component download (Adware)","About_Blank",980
1373,"ActiveX component download (Adware)",BrowserAid,467
1476,"PowerPoint Document (Trojan)","Win32.Apptom",3346
3767,"Installer (Trojan)","Funpop_7",3386
1613,"Installer (Trojan)","Redirector.L",3386
2304,"ActiveX component download (Adware)","About_Blank",980
4232,"ActiveX component download (Adware)",CoolWebSearch,599
2346,"swf.MP.105 (Exploit)","Malformed-File",3391
3605,"pdf.TL.3 (Exploit)","Malformed-File",3391
1198,"Buzz (Adware)",Instant,3102
3701,"Installer (Trojan)","Ezula.AED",3386
1789,"Installer (Trojan)","Frethoq.ALI",3386
1847,"Installer (Trojan)","NSIS.EP",3386
4422,"ActiveX component download (Adware)",KeenValue,530
1818,"Installer (Trojan)","Code.TW",3386
3819,"Installer (Trojan)","ShandaAdd.A_6",3386
974,"ActiveX component download (Adware)","About_Blank",980
1618,"Installer (Trojan)","Banker.RPT_6",3386
4423,"ActiveX component download (Adware)",KeenValue,530
3374,"ActiveX component download (Dialer)","Adult_Dialer",1971
3244,"ActiveX component download (Adware)",CoolWebSearch,599
2067,"Installer (Trojan)","Kraddare.BA_3",3386
3404,"ActiveX component download (Trojan)",PacerD,2132
4735,"(Commercial Monitoring Software)","MingSpy.A",3131
3879,"Installer (Trojan)","Kraddare.GJ",3386
1842,"Installer (Trojan)","OnLineGames.BNKB_24",3386
1084,"ActiveX component download (Adware)",HotSearchbar,1172
1400,"Keylogger (Commercial Monitoring Software)",WL,3312
1967,"Installer (Trojan)","Rozena.AH",3386
3202,"ActiveX component download (Adware)",CoolWebSearch,599
